osmid,city,osmname,surface,osmwikipedia,osmlink,category,mendicants,lat,lon,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
138753947,Milazzo,Duomo Antico,1023.13933,https://it.wikipedia.org/wiki/Duomo_Antico_di_Santo_Stefano,http://www.openstreetmap.org/way/138753947,cathedral,,38.23066198,15.24220669,x,x,x,x,x,x,x,x,x,x,x,x,x,,
138753947,Milazzo,Duomo Antico,year,,,cathedral,,,,331,350,,,,,,,,,,,,,
138753947,Milazzo,Duomo Antico,surface,,,cathedral,,,,0,900,,,,,,,,,,,,,
138753947,Milazzo,Duomo Antico,height,,,cathedral,,,,17,17,,,,,,,,,,,,,
138753947,Milazzo,Duomo Antico,m3,,,cathedral,,,,,,,,,,,,,,,,,,
138753947,Milazzo,Duomo Antico,guestimate,,,cathedral,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
229221670,Mineo,San Pietro,1047.879426,https://it.wikipedia.org/wiki/Chiesa_di_San_Pietro_(Mineo),http://www.openstreetmap.org/way/229221670,parish,,37.26650919,14.69023045,x,x,x,x,x,x,x,x,x,x,x,x,x,,
229221670,Mineo,San Pietro,year,,,parish,,,,1000,1400,,,,,,,,,,,,,
229221670,Mineo,San Pietro,surface,,,parish,,,,0,900,,,,,,,,,,,,,
229221670,Mineo,San Pietro,height,,,parish,,,,17,17,,,,,,,,,,,,,
229221670,Mineo,San Pietro,m3,,,parish,,,,,,,,,,,,,,,,,,
229221670,Mineo,San Pietro,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
229221671,Mineo,Sant'Agrippina,1287.61246,https://it.wikipedia.org/wiki/Chiesa_di_Sant%27Agrippina,http://www.openstreetmap.org/way/229221671,parish,,37.26445783,14.68867351,x,x,x,x,x,x,x,x,x,x,x,x,x,,
229221671,Mineo,Sant'Agrippina,year,,,parish,,,,300,312,1169,1180,1280,1300,,,,,,,,,
229221671,Mineo,Sant'Agrippina,surface,,,parish,,,,0,700,,200,0,1100,,,,,,,,,
229221671,Mineo,Sant'Agrippina,height,,,parish,,,,17,17,17,17,18,18,,,,,,,,,
229221671,Mineo,Sant'Agrippina,m3,,,parish,,,,,,,,,,,,,,,,,,
229221671,Mineo,Sant'Agrippina,guestimate,,,parish,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
229221672,Mineo,Santa Maria Maggiore,1454.000643,https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_Maggiore_(Mineo),http://www.openstreetmap.org/way/229221672,parish,,37.26693114,14.69265997,x,x,x,x,x,x,x,x,x,x,x,x,x,,
229221672,Mineo,Santa Maria Maggiore,year,,,parish,,,,250,300,1137,1150,1169,1180,,,,,,,,,
229221672,Mineo,Santa Maria Maggiore,surface,,,parish,,,,0,900,0,1000,0,1200,,,,,,,,,
229221672,Mineo,Santa Maria Maggiore,height,,,parish,,,,16,16,17,17,18,18,,,,,,,,,
229221672,Mineo,Santa Maria Maggiore,m3,,,parish,,,,,,,,,,,,,,,,,,
229221672,Mineo,Santa Maria Maggiore,guestimate,,,parish,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
393521553,Mistretta,Chiesa Madre di Santa Lucia,1308.845427,https://it.wikipedia.org/wiki/Chiesa_di_Santa_Lucia_(Mistretta),http://www.openstreetmap.org/way/393521553,parish,,37.92966031,14.36238014,x,x,x,x,x,x,x,x,x,x,x,x,x,,
393521553,Mistretta,Chiesa Madre di Santa Lucia,year,,,parish,,,,1170,1180,1490,1510,,,,,,,,,,,
393521553,Mistretta,Chiesa Madre di Santa Lucia,surface,,,parish,,,,0,900,0,1100,,,,,,,,,,,
393521553,Mistretta,Chiesa Madre di Santa Lucia,height,,,parish,,,,17,17,18,18,,,,,,,,,,,
393521553,Mistretta,Chiesa Madre di Santa Lucia,m3,,,parish,,,,,,,,,,,,,,,,,,
393521553,Mistretta,Chiesa Madre di Santa Lucia,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
167306206,Modena,San Biagio nel Carmine,1013.279781,http://www.visitmodena.it/it/informazioni-turistiche/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/chiesa-di-san-biagio-nel-carmine,http://www.openstreetmap.org/way/167306206,conventual,1,44.64483541,10.93017914,x,x,x,x,x,x,x,x,x,x,x,x,x,,
167306206,Modena,San Biagio nel Carmine,year,,,conventual,1,,,1300,1319,,,,,,,,,,,,,
167306206,Modena,San Biagio nel Carmine,surface,,,conventual,1,,,0,900,,,,,,,,,,,,,
167306206,Modena,San Biagio nel Carmine,height,,,conventual,1,,,17,17,,,,,,,,,,,,,
167306206,Modena,San Biagio nel Carmine,m3,,,conventual,1,,,,,,,,,,,,,,,,,
167306206,Modena,San Biagio nel Carmine,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
192468343,Modena,San Francesco,1147.4773,https://it.wikipedia.org/wiki/Chiesa_di_San_Francesco_(Modena),http://www.openstreetmap.org/way/192468343,conventual,1,44.64332521,10.92233215,x,x,x,x,x,x,x,x,x,x,x,x,x,,
192468343,Modena,San Francesco,year,,,conventual,1,,,1244,1300,,,,,,,,,,,,,
192468343,Modena,San Francesco,surface,,,conventual,1,,,0,900,,,,,,,,,,,,,
192468343,Modena,San Francesco,height,,,conventual,1,,,17,17,,,,,,,,,,,,,
192468343,Modena,San Francesco,m3,,,conventual,1,,,,,,,,,,,,,,,,,
192468343,Modena,San Francesco,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
167306150,Modena,San Vincenzo,1468.60952,"https://en.wikipedia.org/wiki/San_Vincenzo,_Modena",http://www.openstreetmap.org/way/167306150,parish,,44.64597033,10.92919907,x,x,x,x,x,x,x,x,x,x,x,x,x,,
167306150,Modena,San Vincenzo,year,,,parish,,,,1200,1300,,,,,,,,,,,,,
167306150,Modena,San Vincenzo,surface,,,parish,,,,0,1300,,,,,,,,,,,,,
167306150,Modena,San Vincenzo,height,,,parish,,,,19,19,,,,,,,,,,,,,
167306150,Modena,San Vincenzo,m3,,,parish,,,,,,,,,,,,,,,,,,
167306150,Modena,San Vincenzo,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
443339045,Modena,Sant'Agostino,1590.767231,http://www.visitmodena.it/it/informazioni-turistiche/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/chiesa-di-santagostino,http://www.openstreetmap.org/way/443339045,parish,,44.6477841,10.92138653,x,x,x,x,x,x,x,x,x,x,x,x,x,,
443339045,Modena,Sant'Agostino,year,,,parish,,,,900,1100,1300,1338,,,,,,,,,,,
443339045,Modena,Sant'Agostino,surface,,,parish,,,,0,1200,0,1400,,,,,,,,,,,
443339045,Modena,Sant'Agostino,height,,,parish,,,,18,18,19,19,,,,,,,,,,,
443339045,Modena,Sant'Agostino,m3,,,parish,,,,,,,,,,,,,,,,,,
443339045,Modena,Sant'Agostino,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
28708890,Modena,Duomo Di Modena,1663.897944,it.wikipedia.org/wiki/Duomo_di_Modena,http://www.openstreetmap.org/way/28708890,cathedral,,44.64631015,10.92554413,x,x,x,x,x,x,x,x,x,x,x,x,x,,
28708890,Modena,Duomo Di Modena,year,,,cathedral,,,,400,500,1050,1070,1099,1184,1200,1300,1437,1455,,,,,
28708890,Modena,Duomo Di Modena,surface,,,cathedral,,,,0,1200,0,1400,0,1400,,150,,150,,,,,
28708890,Modena,Duomo Di Modena,height,,,cathedral,,,,18,18,20,20,22,22,22,22,22,22,,,,,
28708890,Modena,Duomo Di Modena,m3,,,cathedral,,,,,,,,,,,,,,,,,,
28708890,Modena,Duomo Di Modena,guestimate,,,cathedral,,,,1,1,1,1,1,1,1,1,1,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
119730211,Modena,San Pietro,1747.275731,http://www.visitmodena.it/it/informazioni-turistiche/scopri-il-territorio/arte-e-cultura/chiese-pievi-battisteri/abbazia-di-san-pietro-apostolo-in-modena,http://www.openstreetmap.org/way/119730211,conventual,0,44.64198653,10.92741601,x,x,x,x,x,x,x,x,x,x,x,x,x,,
119730211,Modena,San Pietro,year,,,conventual,0,,,983,1020,1476,1518,,,,,,,,,,,
119730211,Modena,San Pietro,surface,,,conventual,0,,,0,1400,0,1700,,,,,,,,,,,
119730211,Modena,San Pietro,height,,,conventual,0,,,20,20,22,22,,,,,,,,,,,
119730211,Modena,San Pietro,m3,,,conventual,0,,,,,,,,,,,,,,,,,
119730211,Modena,San Pietro,guestimate,,,conventual,0,,,1,1,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
344113277,Modica,San Giovanni,1167.663863,https://it.wikipedia.org/wiki/Chiesa_di_San_Giovanni_Evangelista_(Modica),http://www.openstreetmap.org/way/344113277,parish,,36.86816351,14.76022927,x,x,x,x,x,x,x,x,x,x,x,x,x,,
344113277,Modica,San Giovanni,year,,,parish,,,,1120,1150,,,,,,,,,,,,,
344113277,Modica,San Giovanni,surface,,,parish,,,,0,1000,,,,,,,,,,,,,
344113277,Modica,San Giovanni,height,,,parish,,,,17,17,,,,,,,,,,,,,
344113277,Modica,San Giovanni,m3,,,parish,,,,,,,,,,,,,,,,,,
344113277,Modica,San Giovanni,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
316294356,Modica,Duomo di San Pietro,1375.270444,https://it.wikipedia.org/wiki/Duomo_di_San_Pietro_(Modica),http://www.openstreetmap.org/way/316294356,parish,,36.86063561,14.76068632,x,x,x,x,x,x,x,x,x,x,x,x,x,,
316294356,Modica,Duomo di San Pietro,year,,,parish,,,,1301,1350,,,,,,,,,,,,,
316294356,Modica,Duomo di San Pietro,surface,,,parish,,,,0,1200,,,,,,,,,,,,,
316294356,Modica,Duomo di San Pietro,height,,,parish,,,,18,18,,,,,,,,,,,,,
316294356,Modica,Duomo di San Pietro,m3,,,parish,,,,,,,,,,,,,,,,,,
316294356,Modica,Duomo di San Pietro,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
316114544,Modica,Duomo di San Giorgio,1521.572342,it.wikipedia.org/wiki/Duomo_di_San_Giorgio_(Modica),http://www.openstreetmap.org/way/316114544,other,,36.86409989,14.76164994,x,x,x,x,x,x,x,x,x,x,x,x,x,,
316114544,Modica,Duomo di San Giorgio,year,,,other,,,,1090,1120,,,,,,,,,,,,,
316114544,Modica,Duomo di San Giorgio,surface,,,other,,,,0,1300,,,,,,,,,,,,,
316114544,Modica,Duomo di San Giorgio,height,,,other,,,,19,19,,,,,,,,,,,,,
316114544,Modica,Duomo di San Giorgio,m3,,,other,,,,,,,,,,,,,,,,,,
316114544,Modica,Duomo di San Giorgio,guestimate,,,other,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
443064677,Modica,Santa Maria del Gesù,1743.085685,https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_del_Ges%C3%B9_(Modica),http://www.openstreetmap.org/way/443064677,conventual,1,36.87206241,14.7586873,x,x,x,x,x,x,x,x,x,x,x,x,x,,
443064677,Modica,Santa Maria del Gesù,year,,,conventual,1,,,1300,1343,1470,1481,,,,,,,,,,,
443064677,Modica,Santa Maria del Gesù,surface,,,conventual,1,,,0,1400,0,1700,,,,,,,,,,,
443064677,Modica,Santa Maria del Gesù,height,,,conventual,1,,,20,20,22,22,,,,,,,,,,,
443064677,Modica,Santa Maria del Gesù,m3,,,conventual,1,,,,,,,,,,,,,,,,,
443064677,Modica,Santa Maria del Gesù,guestimate,,,conventual,1,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
364525182,Mondovi (Mondovì),Cattedrale di San Donato,1152.112449,it.wikipedia.org/wiki/Cattedrale_di_San_Donato_(Mondovì),http://www.openstreetmap.org/way/364525182,cathedral,,44.38970769,7.829299329,x,x,x,x,x,x,x,x,x,x,x,x,x,,
364525182,Mondovi (Mondovì),Cattedrale di San Donato,year,,,cathedral,,,,1100,1200,,,,,,,,,,,,,
364525182,Mondovi (Mondovì),Cattedrale di San Donato,surface,,,cathedral,,,,0,900,,,,,,,,,,,,,
364525182,Mondovi (Mondovì),Cattedrale di San Donato,height,,,cathedral,,,,17,17,,,,,,,,,,,,,
364525182,Mondovi (Mondovì),Cattedrale di San Donato,m3,,,cathedral,,,,,,,,,,,,,,,,,,
364525182,Mondovi (Mondovì),Cattedrale di San Donato,guestimate,,,cathedral,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
452240392,Monopoli,Basilica Cattedrale Maria Santissima della Madia,1593.694297,it.wikipedia.org/wiki/Basilica_concattedrale_di_Maria_Santissima_della_Madia,http://www.openstreetmap.org/way/452240392,parish,,40.95079746,17.30365694,x,x,x,x,x,x,x,x,x,x,x,x,x,,
452240392,Monopoli,Basilica Cattedrale Maria Santissima della Madia,year,,,parish,,,,1107,1442,,,,,,,,,,,,,
452240392,Monopoli,Basilica Cattedrale Maria Santissima della Madia,surface,,,parish,,,,0,1400,,,,,,,,,,,,,
452240392,Monopoli,Basilica Cattedrale Maria Santissima della Madia,height,,,parish,,,,20,20,,,,,,,,,,,,,
452240392,Monopoli,Basilica Cattedrale Maria Santissima della Madia,m3,,,parish,,,,,,,,,,,,,,,,,,
452240392,Monopoli,Basilica Cattedrale Maria Santissima della Madia,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
82665029,Monreale,Duomo di Monreale,3949.620977,it.wikipedia.org/wiki/Duomo_di_Monreale,http://www.openstreetmap.org/way/82665029,cathedral,,38.08203426,13.29229182,x,x,x,x,x,x,x,x,x,x,x,x,x,,
82665029,Monreale,Duomo di Monreale,year,,,cathedral,,,,1174,1182,,,,,,,,,,,,,
82665029,Monreale,Duomo di Monreale,surface,,,cathedral,,,,0,3900,,,,,,,,,,,,,
82665029,Monreale,Duomo di Monreale,height,,,cathedral,,,,30,30,,,,,,,,,,,,,
82665029,Monreale,Duomo di Monreale,m3,,,cathedral,,,,,,,,,,,,,,,,,,
82665029,Monreale,Duomo di Monreale,guestimate,,,cathedral,,,,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
92402804,Monte Sant' Angelo,Santuario San Michele Arcangelo,2278.682639,it.wikipedia.org/wiki/Santuario_di_San_Michele_Arcangelo,http://www.openstreetmap.org/way/92402804,parish,,41.70815731,15.95479278,x,x,x,x,x,x,x,x,x,x,x,x,x,,
92402804,Monte Sant' Angelo,Santuario San Michele Arcangelo,year,,,parish,,,,490,520,1070,1300,,,,,,,,,,,
92402804,Monte Sant' Angelo,Santuario San Michele Arcangelo,surface,,,parish,,,,0,300,,700,,,,,,,,,,,
92402804,Monte Sant' Angelo,Santuario San Michele Arcangelo,height,,,parish,,,,17,17,17,17,,,,,,,,,,,
92402804,Monte Sant' Angelo,Santuario San Michele Arcangelo,m3,,,parish,,,,,,,,,,,,,,,,,,
92402804,Monte Sant' Angelo,Santuario San Michele Arcangelo,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
488082915,Montefiascone,Santa Margherita,1346.924501,it.wikipedia.org/wiki/Cattedrale_di_Santa_Margherita,http://www.openstreetmap.org/way/488082915,parish,,42.5364594,12.03051801,x,x,x,x,x,x,x,x,x,x,x,x,x,,
488082915,Montefiascone,Santa Margherita,year,,,parish,,,,1000,1200,1396,1500,,,,,,,,,,,
488082915,Montefiascone,Santa Margherita,surface,,,parish,,,,0,900,0,1100,,,,,,,,,,,
488082915,Montefiascone,Santa Margherita,height,,,parish,,,,17,17,18,18,,,,,,,,,,,
488082915,Montefiascone,Santa Margherita,m3,,,parish,,,,,,,,,,,,,,,,,,
488082915,Montefiascone,Santa Margherita,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
266635461,Montescaglioso,Chiesa dell'Abbazia,1219.602009,https://it.wikipedia.org/wiki/Abbazia_di_San_Michele_Arcangelo_(Montescaglioso),http://www.openstreetmap.org/way/266635461,conventual,0,40.55857681,16.66458771,x,x,x,x,x,x,x,x,x,x,x,x,x,,
266635461,Montescaglioso,Chiesa dell'Abbazia,year,,,conventual,0,,,500,600,1000,1400,,,,,,,,,,,
266635461,Montescaglioso,Chiesa dell'Abbazia,surface,,,conventual,0,,,0,1000,0,1200,,,,,,,,,,,
266635461,Montescaglioso,Chiesa dell'Abbazia,height,,,conventual,0,,,17,17,19,19,,,,,,,,,,,
266635461,Montescaglioso,Chiesa dell'Abbazia,m3,,,conventual,0,,,,,,,,,,,,,,,,,
266635461,Montescaglioso,Chiesa dell'Abbazia,guestimate,,,conventual,0,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
141519199,Monza,Chiesa di Sant'Ambrogio,1063.04795,it.wikipedia.org/wiki/Chiesa_di_Sant'Ambrogio_(Cinisello),http://www.openstreetmap.org/way/141519199,parish,,45.5564852,9.215080049,x,x,x,x,x,x,x,x,x,x,x,x,x,,
141519199,Monza,Chiesa di Sant'Ambrogio,year,,,parish,,,,1480,1500,,,,,,,,,,,,,
141519199,Monza,Chiesa di Sant'Ambrogio,surface,,,parish,,,,0,800,,,,,,,,,,,,,
141519199,Monza,Chiesa di Sant'Ambrogio,height,,,parish,,,,16,16,,,,,,,,,,,,,
141519199,Monza,Chiesa di Sant'Ambrogio,m3,,,parish,,,,,,,,,,,,,,,,,,
141519199,Monza,Chiesa di Sant'Ambrogio,guestimate,,,parish,,,,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
204480577,Monza,Chiesa di Santa Maria al Carrobiolo,1329.45267,it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_al_Carrobiolo,http://www.openstreetmap.org/way/204480577,conventual,1,45.58705506,9.277487696,x,x,x,x,x,x,x,x,x,x,x,x,x,,
204480577,Monza,Chiesa di Santa Maria al Carrobiolo,year,,,conventual,1,,,1220,1240,,,,,,,,,,,,,
204480577,Monza,Chiesa di Santa Maria al Carrobiolo,surface,,,conventual,1,,,0,1100,,,,,,,,,,,,,
204480577,Monza,Chiesa di Santa Maria al Carrobiolo,height,,,conventual,1,,,18,18,,,,,,,,,,,,,
204480577,Monza,Chiesa di Santa Maria al Carrobiolo,m3,,,conventual,1,,,,,,,,,,,,,,,,,
204480577,Monza,Chiesa di Santa Maria al Carrobiolo,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
204484858,Monza,Chiesa di San Gerardo al Corpo,1452.718714,it.wikipedia.org/wiki/Chiesa_di_San_Gerardo_(Monza),http://www.openstreetmap.org/way/204484858,parish,,45.58642636,9.28142598,x,x,x,x,x,x,x,x,x,x,x,x,x,,
204484858,Monza,Chiesa di San Gerardo al Corpo,year,,,parish,,,,900,950,,,,,,,,,,,,,
204484858,Monza,Chiesa di San Gerardo al Corpo,surface,,,parish,,,,0,1300,,,,,,,,,,,,,
204484858,Monza,Chiesa di San Gerardo al Corpo,height,,,parish,,,,19,19,,,,,,,,,,,,,
204484858,Monza,Chiesa di San Gerardo al Corpo,m3,,,parish,,,,,,,,,,,,,,,,,,
204484858,Monza,Chiesa di San Gerardo al Corpo,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
49804445,Monza,Duomo di Monza,2300.225781,it.wikipedia.org/wiki/Duomo_di_Monza,http://www.openstreetmap.org/way/49804445,cathedral,,45.58360438,9.275797619,x,x,x,x,x,x,x,x,x,x,x,x,x,,
49804445,Monza,Duomo di Monza,year,,,cathedral,,,,500,600,1200,1300,1400,1420,,,,,,,,,
49804445,Monza,Duomo di Monza,surface,,,cathedral,,,,0,1700,0,2000,,300,,,,,,,,,
49804445,Monza,Duomo di Monza,height,,,cathedral,,,,21,21,24,24,24,24,,,,,,,,,
49804445,Monza,Duomo di Monza,m3,,,cathedral,,,,,,,,,,,,,,,,,,
49804445,Monza,Duomo di Monza,guestimate,,,cathedral,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
223865164,Napoli,San Pietro Martire,1013.768123,it.wikipedia.org/wiki/Chiesa_di_San_Pietro_martire_(Napoli),http://www.openstreetmap.org/way/223865164,conventual,1,40.84482069,14.25796784,x,x,x,x,x,x,x,x,x,x,x,x,x,,
223865164,Napoli,San Pietro Martire,year,,,conventual,1,,,1294,1343,,,,,,,,,,,,,
223865164,Napoli,San Pietro Martire,surface,,,conventual,1,,,0,900,,,,,,,,,,,,,
223865164,Napoli,San Pietro Martire,height,,,conventual,1,,,17,17,,,,,,,,,,,,,
223865164,Napoli,San Pietro Martire,m3,,,conventual,1,,,,,,,,,,,,,,,,,
223865164,Napoli,San Pietro Martire,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
270103233,Napoli,Chiesa di San Gregorio Armeno,1106.61047,it.wikipedia.org/wiki/Chiesa_di_San_Gregorio_Armeno,http://www.openstreetmap.org/way/270103233,conventual,0,40.84966168,14.25756551,x,x,x,x,x,x,x,x,x,x,x,x,x,,
270103233,Napoli,Chiesa di San Gregorio Armeno,year,,,conventual,0,,,900,1000,,,,,,,,,,,,,
270103233,Napoli,Chiesa di San Gregorio Armeno,surface,,,conventual,0,,,0,900,,,,,,,,,,,,,
270103233,Napoli,Chiesa di San Gregorio Armeno,height,,,conventual,0,,,17,17,,,,,,,,,,,,,
270103233,Napoli,Chiesa di San Gregorio Armeno,m3,,,conventual,0,,,,,,,,,,,,,,,,,
270103233,Napoli,Chiesa di San Gregorio Armeno,guestimate,,,conventual,0,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
288219065,Napoli,Chiesa di Sant'Antonio Abate,1143.020141,it.wikipedia.org/wiki/Chiesa_di_Sant'Antonio_Abate_(Napoli),http://www.openstreetmap.org/way/288219065,conventual,0,40.86116573,14.26506492,x,x,x,x,x,x,x,x,x,x,x,x,x,,
288219065,Napoli,Chiesa di Sant'Antonio Abate,year,,,conventual,0,,,1200,1300,1370,1400,,,,,,,,,,,
288219065,Napoli,Chiesa di Sant'Antonio Abate,surface,,,conventual,0,,,0,800,,100,,,,,,,,,,,
288219065,Napoli,Chiesa di Sant'Antonio Abate,height,,,conventual,0,,,17,17,17,17,,,,,,,,,,,
288219065,Napoli,Chiesa di Sant'Antonio Abate,m3,,,conventual,0,,,,,,,,,,,,,,,,,
288219065,Napoli,Chiesa di Sant'Antonio Abate,guestimate,,,conventual,0,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
271291358,Napoli,Chiesa di Santa Maria delle Grazie Maggiore a Caponapoli,1208.554468,it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_delle_Grazie_Maggiore_a_Caponapoli,http://www.openstreetmap.org/way/271291358,conventual,1,40.85308014,14.25400028,x,x,x,x,x,x,x,x,x,x,x,x,x,,
271291358,Napoli,Chiesa di Santa Maria delle Grazie Maggiore a Caponapoli,year,,,conventual,1,,,1447,1473,,,,,,,,,,,,,
271291358,Napoli,Chiesa di Santa Maria delle Grazie Maggiore a Caponapoli,surface,,,conventual,1,,,0,1000,,,,,,,,,,,,,
271291358,Napoli,Chiesa di Santa Maria delle Grazie Maggiore a Caponapoli,height,,,conventual,1,,,17,17,,,,,,,,,,,,,
271291358,Napoli,Chiesa di Santa Maria delle Grazie Maggiore a Caponapoli,m3,,,conventual,1,,,,,,,,,,,,,,,,,
271291358,Napoli,Chiesa di Santa Maria delle Grazie Maggiore a Caponapoli,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
223613586,Napoli,Chiesa di San Carlo all'Arena,1235.069798,it.wikipedia.org/wiki/Chiesa_di_San_Carlo_all'Arena,http://www.openstreetmap.org/way/223613586,conventual,0,40.85686398,14.25796968,x,x,x,x,x,x,x,x,x,x,x,x,x,,
223613586,Napoli,Chiesa di San Carlo all'Arena,year,,,conventual,0,,,1200,1400,,,,,,,,,,,,,
223613586,Napoli,Chiesa di San Carlo all'Arena,surface,,,conventual,0,,,0,1000,,,,,,,,,,,,,
223613586,Napoli,Chiesa di San Carlo all'Arena,height,,,conventual,0,,,17,17,,,,,,,,,,,,,
223613586,Napoli,Chiesa di San Carlo all'Arena,m3,,,conventual,0,,,,,,,,,,,,,,,,,
223613586,Napoli,Chiesa di San Carlo all'Arena,guestimate,,,conventual,0,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
184005596,Napoli,Chiesa di San Giovanni a Carbonara,1327.290731,it.wikipedia.org/wiki/Chiesa_di_San_Giovanni_a_Carbonara,http://www.openstreetmap.org/way/184005596,conventual,1,40.85614833,14.26014583,x,x,x,x,x,x,x,x,x,x,x,x,x,,
184005596,Napoli,Chiesa di San Giovanni a Carbonara,year,,,conventual,1,,,1339,1342,,,,,,,,,,,,,
184005596,Napoli,Chiesa di San Giovanni a Carbonara,surface,,,conventual,1,,,0,1100,,,,,,,,,,,,,
184005596,Napoli,Chiesa di San Giovanni a Carbonara,height,,,conventual,1,,,18,18,,,,,,,,,,,,,
184005596,Napoli,Chiesa di San Giovanni a Carbonara,m3,,,conventual,1,,,,,,,,,,,,,,,,,
184005596,Napoli,Chiesa di San Giovanni a Carbonara,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
261260459,Napoli,Basilica di Santa Maria la Nova,1417.761854,NA,http://www.openstreetmap.org/way/261260459,conventual,1,40.84366755,14.25307993,x,x,x,x,x,x,x,x,x,x,x,x,x,,
261260459,Napoli,Basilica di Santa Maria la Nova,year,,,conventual,1,,,1200,1220,1280,1320,,,,,,,,,,,
261260459,Napoli,Basilica di Santa Maria la Nova,surface,,,conventual,1,,,0,1000,0,1200,,,,,,,,,,,
261260459,Napoli,Basilica di Santa Maria la Nova,height,,,conventual,1,,,17,17,18,18,,,,,,,,,,,
261260459,Napoli,Basilica di Santa Maria la Nova,m3,,,conventual,1,,,,,,,,,,,,,,,,,
261260459,Napoli,Basilica di Santa Maria la Nova,guestimate,,,conventual,1,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
270087463,Napoli,Santa Maria Maggiore alla Pietrasanta,1448.371895,it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_Maggiore_alla_Pietrasanta,http://www.openstreetmap.org/way/270087463,parish,,40.85042798,14.25442347,x,x,x,x,x,x,x,x,x,x,x,x,x,,
270087463,Napoli,Santa Maria Maggiore alla Pietrasanta,year,,,parish,,,,530,540,,,,,,,,,,,,,
270087463,Napoli,Santa Maria Maggiore alla Pietrasanta,surface,,,parish,,,,0,1200,,,,,,,,,,,,,
270087463,Napoli,Santa Maria Maggiore alla Pietrasanta,height,,,parish,,,,18,18,,,,,,,,,,,,,
270087463,Napoli,Santa Maria Maggiore alla Pietrasanta,m3,,,parish,,,,,,,,,,,,,,,,,,
270087463,Napoli,Santa Maria Maggiore alla Pietrasanta,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
