osmid,city,osmname,surface,osmwikipedia,osmlink,category,mendicants,lat,lon,,,,,,,,,,,,,,,
253501110,Napoli,Basilica di Santa Maria del Carmine Maggiore,1470.712507,it.wikipedia.org/wiki/Basilica_santuario_di_Santa_Maria_del_Carmine_Maggiore,http://www.openstreetmap.org/way/253501110,parish,,40.84684344,14.26787243,x,x,x,x,x,x,x,x,x,x,x,x,x,,
253501110,Napoli,Basilica di Santa Maria del Carmine Maggiore,year,,,parish,,,,700,800,1200,1300,,,,,,,,,,,
253501110,Napoli,Basilica di Santa Maria del Carmine Maggiore,surface,,,parish,,,,0,1100,0,1300,,,,,,,,,,,
253501110,Napoli,Basilica di Santa Maria del Carmine Maggiore,height,,,parish,,,,18,18,19,19,,,,,,,,,,,
253501110,Napoli,Basilica di Santa Maria del Carmine Maggiore,m3,,,parish,,,,,,,,,,,,,,,,,,
253501110,Napoli,Basilica di Santa Maria del Carmine Maggiore,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
270082218,Napoli,San Pietro a Majella,1487.64493,it.wikipedia.org/wiki/Chiesa_di_San_Pietro_a_Majella,http://www.openstreetmap.org/way/270082218,conventual,0,40.84949448,14.25311613,x,x,x,x,x,x,x,x,x,x,x,x,x,,
270082218,Napoli,San Pietro a Majella,year,,,conventual,0,,,900,1100,1280,1300,1319,1341,,,,,,,,,
270082218,Napoli,San Pietro a Majella,surface,,,conventual,0,,,0,1100,0,1200,,100,,,,,,,,,
270082218,Napoli,San Pietro a Majella,height,,,conventual,0,,,18,18,19,19,19,19,,,,,,,,,
270082218,Napoli,San Pietro a Majella,m3,,,conventual,0,,,,,,,,,,,,,,,,,
270082218,Napoli,San Pietro a Majella,guestimate,,,conventual,0,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
288081368,Napoli,Chiesa dei Santi Apostoli,1693.144294,it.wikipedia.org/wiki/Chiesa_dei_Santi_Apostoli_(Napoli),http://www.openstreetmap.org/way/288081368,parish,,40.85469363,14.2603876,x,x,x,x,x,x,x,x,x,x,x,x,x,,
288081368,Napoli,Chiesa dei Santi Apostoli,year,,,parish,,,,400,468,900,1200,,,,,,,,,,,
288081368,Napoli,Chiesa dei Santi Apostoli,surface,,,parish,,,,0,1200,0,1400,,,,,,,,,,,
288081368,Napoli,Chiesa dei Santi Apostoli,height,,,parish,,,,18,18,20,20,,,,,,,,,,,
288081368,Napoli,Chiesa dei Santi Apostoli,m3,,,parish,,,,,,,,,,,,,,,,,,
288081368,Napoli,Chiesa dei Santi Apostoli,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
166243061,Napoli,Basilica di San Giovanni Maggiore,1735.544926,it.wikipedia.org/wiki/Basilica_di_San_Giovanni_Maggiore,http://www.openstreetmap.org/way/166243061,parish,,40.84553785,14.25574632,x,x,x,x,x,x,x,x,x,x,x,x,x,,
166243061,Napoli,Basilica di San Giovanni Maggiore,year,,,parish,,,,300,400,500,600,,,,,,,,,,,
166243061,Napoli,Basilica di San Giovanni Maggiore,surface,,,parish,,,,0,1000,0,1200,,,,,,,,,,,
166243061,Napoli,Basilica di San Giovanni Maggiore,height,,,parish,,,,17,17,18,18,,,,,,,,,,,
166243061,Napoli,Basilica di San Giovanni Maggiore,m3,,,parish,,,,,,,,,,,,,,,,,,
166243061,Napoli,Basilica di San Giovanni Maggiore,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
288081824,Napoli,Museo Diocesano (Santa Maria Donnaregina Nuova),1821.315649,it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_Donnaregina_Nuova,http://www.openstreetmap.org/way/288081824,conventual,1,40.85405493,14.25872269,x,x,x,x,x,x,x,x,x,x,x,x,x,,
288081824,Napoli,Museo Diocesano (Santa Maria Donnaregina Nuova),year,,,conventual,1,,,1300,1400,,,,,,,,,,,,,
288081824,Napoli,Museo Diocesano (Santa Maria Donnaregina Nuova),surface,,,conventual,1,,,0,1500,,,,,,,,,,,,,
288081824,Napoli,Museo Diocesano (Santa Maria Donnaregina Nuova),height,,,conventual,1,,,20,20,,,,,,,,,,,,,
288081824,Napoli,Museo Diocesano (Santa Maria Donnaregina Nuova),m3,,,conventual,1,,,,,,,,,,,,,,,,,
288081824,Napoli,Museo Diocesano (Santa Maria Donnaregina Nuova),guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
248688357,Napoli,Chiesa di Sant'Anna dei Lombardi,1925.941938,it.wikipedia.org/wiki/Chiesa_di_Sant'Anna_dei_Lombardi,http://www.openstreetmap.org/way/248688357,conventual,0,40.84469423,14.25068869,x,x,x,x,x,x,x,x,x,x,x,x,x,,
248688357,Napoli,Chiesa di Sant'Anna dei Lombardi,year,,,conventual,0,,,1400,1411,,,,,,,,,,,,,
248688357,Napoli,Chiesa di Sant'Anna dei Lombardi,surface,,,conventual,0,,,0,1600,,,,,,,,,,,,,
248688357,Napoli,Chiesa di Sant'Anna dei Lombardi,height,,,conventual,0,,,21,21,,,,,,,,,,,,,
248688357,Napoli,Chiesa di Sant'Anna dei Lombardi,m3,,,conventual,0,,,,,,,,,,,,,,,,,
248688357,Napoli,Chiesa di Sant'Anna dei Lombardi,guestimate,,,conventual,0,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
123122218,Napoli,Basilica di San Lorenzo Maggiore,2059.159413,it.wikipedia.org/wiki/Basilica_di_San_Lorenzo_Maggiore,http://www.openstreetmap.org/way/123122218,conventual,1,40.8509271,14.25805535,x,x,x,x,x,x,x,x,x,x,x,x,x,,
123122218,Napoli,Basilica di San Lorenzo Maggiore,year,,,conventual,1,,,1270,1320,,,,,,,,,,,,,
123122218,Napoli,Basilica di San Lorenzo Maggiore,surface,,,conventual,1,,,0,1700,,,,,,,,,,,,,
123122218,Napoli,Basilica di San Lorenzo Maggiore,height,,,conventual,1,,,22,22,,,,,,,,,,,,,
123122218,Napoli,Basilica di San Lorenzo Maggiore,m3,,,conventual,1,,,,,,,,,,,,,,,,,
123122218,Napoli,Basilica di San Lorenzo Maggiore,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
183749303,Napoli,Chiesa di San Giorgio Maggiore,2203.895552,it.wikipedia.org/wiki/Chiesa_di_San_Giorgio_Maggiore_(Napoli),http://www.openstreetmap.org/way/183749303,parish,,40.84973065,14.26075625,x,x,x,x,x,x,x,x,x,x,x,x,x,,
183749303,Napoli,Chiesa di San Giorgio Maggiore,year,,,parish,,,,300,400,800,900,,,,,,,,,,,
183749303,Napoli,Chiesa di San Giorgio Maggiore,surface,,,parish,,,,0,1300,0,1500,,,,,,,,,,,
183749303,Napoli,Chiesa di San Giorgio Maggiore,height,,,parish,,,,19,19,20,20,,,,,,,,,,,
183749303,Napoli,Chiesa di San Giorgio Maggiore,m3,,,parish,,,,,,,,,,,,,,,,,,
183749303,Napoli,Chiesa di San Giorgio Maggiore,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
29509820,Napoli,Chiesa della Santissima Annunziata maggiore,2303.283505,"en.wikipedia.org/wiki/Santissima_Annunziata_Maggiore,_Naples",http://www.openstreetmap.org/way/29509820,conventual,0,40.85101698,14.26532601,x,x,x,x,x,x,x,x,x,x,x,x,x,,
29509820,Napoli,Chiesa della Santissima Annunziata maggiore,year,,,conventual,0,,,1318,1350,,,,,,,,,,,,,
29509820,Napoli,Chiesa della Santissima Annunziata maggiore,surface,,,conventual,0,,,0,1600,,,,,,,,,,,,,
29509820,Napoli,Chiesa della Santissima Annunziata maggiore,height,,,conventual,0,,,21,21,,,,,,,,,,,,,
29509820,Napoli,Chiesa della Santissima Annunziata maggiore,m3,,,conventual,0,,,,,,,,,,,,,,,,,
29509820,Napoli,Chiesa della Santissima Annunziata maggiore,guestimate,,,conventual,0,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
267288986,Napoli,Santi Severino e Sossio,2320.622322,it.wikipedia.org/wiki/Chiesa_dei_Santi_Severino_e_Sossio,http://www.openstreetmap.org/way/267288986,conventual,0,40.84793827,14.25830299,x,x,x,x,x,x,x,x,x,x,x,x,x,,
267288986,Napoli,Santi Severino e Sossio,year,,,conventual,0,,,900,1000,1490,1750,,,,,,,,,,,
267288986,Napoli,Santi Severino e Sossio,surface,,,conventual,0,,,0,1900,0,2300,,,,,,,,,,,
267288986,Napoli,Santi Severino e Sossio,height,,,conventual,0,,,23,23,24,24,,,,,,,,,,,
267288986,Napoli,Santi Severino e Sossio,m3,,,conventual,0,,,,,,,,,,,,,,,,,
267288986,Napoli,Santi Severino e Sossio,guestimate,,,conventual,0,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
183758399,Napoli,Chiesa di Sant'Agostino alla Zecca,2478.984908,it.wikipedia.org/wiki/Chiesa_di_Sant'Agostino_alla_Zecca,http://www.openstreetmap.org/way/183758399,conventual,1,40.84931262,14.26313013,x,x,x,x,x,x,x,x,x,x,x,x,x,,
183758399,Napoli,Chiesa di Sant'Agostino alla Zecca,year,,,conventual,1,,,1250,1260,,,,,,,,,,,,,
183758399,Napoli,Chiesa di Sant'Agostino alla Zecca,surface,,,conventual,1,,,0,2000,,,,,,,,,,,,,
183758399,Napoli,Chiesa di Sant'Agostino alla Zecca,height,,,conventual,1,,,23,23,,,,,,,,,,,,,
183758399,Napoli,Chiesa di Sant'Agostino alla Zecca,m3,,,conventual,1,,,,,,,,,,,,,,,,,
183758399,Napoli,Chiesa di Sant'Agostino alla Zecca,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
261250167,Napoli,Santa Chiara,3228.009924,it.wikipedia.org/wiki/Basilica_di_Santa_Chiara_(Napoli),http://www.openstreetmap.org/way/261250167,conventual,1,40.84679577,14.25293286,x,x,x,x,x,x,x,x,x,x,x,x,x,,
261250167,Napoli,Santa Chiara,year,,,conventual,1,,,1313,1340,,,,,,,,,,,,,
261250167,Napoli,Santa Chiara,surface,,,conventual,1,,,0,2600,,,,,,,,,,,,,
261250167,Napoli,Santa Chiara,height,,,conventual,1,,,26,26,,,,,,,,,,,,,
261250167,Napoli,Santa Chiara,m3,,,conventual,1,,,,,,,,,,,,,,,,,
261250167,Napoli,Santa Chiara,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
151347628,Napoli,Basilica di San Domenico Maggiore,3832.885653,it.wikipedia.org/wiki/Chiesa_di_San_Domenico_Maggiore_(Napoli),http://www.openstreetmap.org/way/151347628,conventual,0,40.84886028,14.25426479,x,x,x,x,x,x,x,x,x,x,x,x,x,,
151347628,Napoli,Basilica di San Domenico Maggiore,year,,,conventual,0,,,900,1000,1231,1255,1283,1324,,,,,,,,,
151347628,Napoli,Basilica di San Domenico Maggiore,surface,,,conventual,0,,,0,2000,0,2400,0,3000,,,,,,,,,
151347628,Napoli,Basilica di San Domenico Maggiore,height,,,conventual,0,,,23,23,25,25,27,27,,,,,,,,,
151347628,Napoli,Basilica di San Domenico Maggiore,m3,,,conventual,0,,,,,,,,,,,,,,,,,
151347628,Napoli,Basilica di San Domenico Maggiore,guestimate,,,conventual,0,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
122982019,Napoli,Cattedrale di Santa Maria Assunta (Duomo),4063.86626,it.wikipedia.org/wiki/Duomo_di_Napoli,http://www.openstreetmap.org/way/122982019,cathedral,,40.85264368,14.25983409,x,x,x,x,x,x,x,x,x,x,x,x,x,,
122982019,Napoli,Cattedrale di Santa Maria Assunta (Duomo),year,,,cathedral,,,,500,600,750,800,1294,1323,1410,1430,1450,1475,,,,,
122982019,Napoli,Cattedrale di Santa Maria Assunta (Duomo),surface,,,cathedral,,,,0,1500,0,1800,0,2200,,200,,500,,,,,
122982019,Napoli,Cattedrale di Santa Maria Assunta (Duomo),height,,,cathedral,,,,20,20,22,22,24,24,24,24,24,24,,,,,
122982019,Napoli,Cattedrale di Santa Maria Assunta (Duomo),m3,,,cathedral,,,,,,,,,,,,,,,,,,
122982019,Napoli,Cattedrale di Santa Maria Assunta (Duomo),guestimate,,,cathedral,,,,1,1,1,1,1,1,1,1,1,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
417666624,Nardo (Nardò),Basilica cattedrale di Santa Maria Assunta,1318.351995,it.wikipedia.org/wiki/Basilica_cattedrale_di_Santa_Maria_Assunta_(Nardò),http://www.openstreetmap.org/way/417666624,cathedral,,40.18000181,18.03045876,x,x,x,x,x,x,x,x,x,x,x,x,x,,
417666624,Nardo (Nardò),Basilica cattedrale di Santa Maria Assunta,year,,,cathedral,,,,600,800,1070,1120,1354,1400,,,,,,,,,
417666624,Nardo (Nardò),Basilica cattedrale di Santa Maria Assunta,surface,,,cathedral,,,,0,1100,0,1000,,300,,,,,,,,,
417666624,Nardo (Nardò),Basilica cattedrale di Santa Maria Assunta,height,,,cathedral,,,,18,18,19,19,19,19,,,,,,,,,
417666624,Nardo (Nardò),Basilica cattedrale di Santa Maria Assunta,m3,,,cathedral,,,,,,,,,,,,,,,,,,
417666624,Nardo (Nardò),Basilica cattedrale di Santa Maria Assunta,guestimate,,,cathedral,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
193757656,Nicosia,Cattedrale di San Nicolò,1114.938466,it.wikipedia.org/wiki/Cattedrale_di_Nicosia,http://www.openstreetmap.org/way/193757656,cathedral,,37.74772442,14.39830386,x,x,x,x,x,x,x,x,x,x,x,x,x,,
193757656,Nicosia,Cattedrale di San Nicolò,year,,,cathedral,,,,1280,1340,,,,,,,,,,,,,
193757656,Nicosia,Cattedrale di San Nicolò,surface,,,cathedral,,,,0,1100,,,,,,,,,,,,,
193757656,Nicosia,Cattedrale di San Nicolò,height,,,cathedral,,,,18,18,,,,,,,,,,,,,
193757656,Nicosia,Cattedrale di San Nicolò,m3,,,cathedral,,,,,,,,,,,,,,,,,,
193757656,Nicosia,Cattedrale di San Nicolò,guestimate,,,cathedral,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
273442061,Nocera (Nocera Inferiore),Chiesa di San Matteo,1119.84536,it.wikipedia.org/wiki/Chiesa_di_San_Matteo_(Nocera_Inferiore),http://www.openstreetmap.org/way/273442061,parish,,40.74321881,14.63824588,x,x,x,x,x,x,x,x,x,x,x,x,x,,
273442061,Nocera (Nocera Inferiore),Chiesa di San Matteo,year,,,parish,,,,900,980,,,,,,,,,,,,,
273442061,Nocera (Nocera Inferiore),Chiesa di San Matteo,surface,,,parish,,,,0,900,,,,,,,,,,,,,
273442061,Nocera (Nocera Inferiore),Chiesa di San Matteo,height,,,parish,,,,17,17,,,,,,,,,,,,,
273442061,Nocera (Nocera Inferiore),Chiesa di San Matteo,m3,,,parish,,,,,,,,,,,,,,,,,,
273442061,Nocera (Nocera Inferiore),Chiesa di San Matteo,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
149979063,Nocera (Nocera Inferiore),Basilica di Sant'Antonio,3033.787331,it.wikipedia.org/wiki/Basilica_e_convento_di_Sant'Antonio,http://www.openstreetmap.org/way/149979063,conventual,1,40.74718064,14.64588568,x,x,x,x,x,x,x,x,x,x,x,x,x,,
149979063,Nocera (Nocera Inferiore),Basilica di Sant'Antonio,year,,,conventual,1,,,1256,1286,,,,,,,,,,,,,
149979063,Nocera (Nocera Inferiore),Basilica di Sant'Antonio,surface,,,conventual,1,,,0,700,,,,,,,,,,,,,
149979063,Nocera (Nocera Inferiore),Basilica di Sant'Antonio,height,,,conventual,1,,,15,15,,,,,,,,,,,,,
149979063,Nocera (Nocera Inferiore),Basilica di Sant'Antonio,m3,,,conventual,1,,,,,,,,,,,,,,,,,
149979063,Nocera (Nocera Inferiore),Basilica di Sant'Antonio,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
307562014,Novara,Cattedrale di Santa Maria Assunta,2184.666388,it.wikipedia.org/wiki/Duomo_di_Novara,http://www.openstreetmap.org/way/307562014,cathedral,,45.44566096,8.619879249,x,x,x,x,x,x,x,x,x,x,x,x,x,,
307562014,Novara,Cattedrale di Santa Maria Assunta,year,,,cathedral,,,,350,400,700,900,1000,1320,,,,,,,,,
307562014,Novara,Cattedrale di Santa Maria Assunta,surface,,,cathedral,,,,0,1000,,500,0,1800,,,,,,,,,
307562014,Novara,Cattedrale di Santa Maria Assunta,height,,,cathedral,,,,20,20,20,20,22,22,,,,,,,,,
307562014,Novara,Cattedrale di Santa Maria Assunta,m3,,,cathedral,,,,,,,,,,,,,,,,,,
307562014,Novara,Cattedrale di Santa Maria Assunta,guestimate,,,cathedral,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
522298484,Novara,Basilica di San Gaudenzio,2838.339717,it.wikipedia.org/wiki/Basilica_di_San_Gaudenzio,http://www.openstreetmap.org/way/522298484,parish,,45.44875903,8.619443113,x,x,x,x,x,x,x,x,x,x,x,x,x,,
522298484,Novara,Basilica di San Gaudenzio,year,,,parish,,,,1000,1019,,,,,,,,,,,,,
522298484,Novara,Basilica di San Gaudenzio,surface,,,parish,,,,0,2300,,,,,,,,,,,,,
522298484,Novara,Basilica di San Gaudenzio,height,,,parish,,,,24,24,,,,,,,,,,,,,
522298484,Novara,Basilica di San Gaudenzio,m3,,,parish,,,,,,,,,,,,,,,,,,
522298484,Novara,Basilica di San Gaudenzio,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
347761183,Novi (Novi Ligure),Chiesa di San Nicolò,1085.010004,https://it.tripadvisor.ch/ShowUserReviews-g194837-d9820477-r413926816-Parrocchia_di_San_Nicolo-Novi_Ligure_Province_of_Alessandria_Piedmont.html,http://www.openstreetmap.org/way/347761183,parish,,44.760926,8.78544745,x,x,x,x,x,x,x,x,x,x,x,x,x,,
347761183,Novi (Novi Ligure),Chiesa di San Nicolò,year,,,parish,,,,1100,1120,,,,,,,,,,,,,
347761183,Novi (Novi Ligure),Chiesa di San Nicolò,surface,,,parish,,,,0,900,,,,,,,,,,,,,
347761183,Novi (Novi Ligure),Chiesa di San Nicolò,height,,,parish,,,,17,17,,,,,,,,,,,,,
347761183,Novi (Novi Ligure),Chiesa di San Nicolò,m3,,,parish,,,,,,,,,,,,,,,,,,
347761183,Novi (Novi Ligure),Chiesa di San Nicolò,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
44184811,Orvieto,Duomo di Orvieto,3038.268457,it.wikipedia.org/wiki/Duomo_di_Orvieto,http://www.openstreetmap.org/way/44184811,cathedral,,42.71700824,12.11363324,x,x,x,x,x,x,x,x,x,x,x,x,x,,
44184811,Orvieto,Duomo di Orvieto,year,,,cathedral,,,,1290,1607,,,,,,,,,,,,,
44184811,Orvieto,Duomo di Orvieto,surface,,,cathedral,,,,0,3000,,,,,,,,,,,,,
44184811,Orvieto,Duomo di Orvieto,height,,,cathedral,,,,27,27,,,,,,,,,,,,,
44184811,Orvieto,Duomo di Orvieto,m3,,,cathedral,,,,,,,,,,,,,,,,,,
44184811,Orvieto,Duomo di Orvieto,guestimate,,,cathedral,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
131997423,Padova (Padua),Santa Sofia,1258.545816,it.wikipedia.org/wiki/Chiesa_di_Santa_Sofia_(Padova),http://www.openstreetmap.org/way/131997423,parish,,45.4072909,11.88480262,x,x,x,x,x,x,x,x,x,x,x,x,x,,
131997423,Padova (Padua),Santa Sofia,year,,,parish,,,,800,900,1070,1106,1117,1170,1380,1400,,,,,,,
131997423,Padova (Padua),Santa Sofia,surface,,,parish,,,,0,1100,0,1100,,100,,100,,,,,,,
131997423,Padova (Padua),Santa Sofia,height,,,parish,,,,18,18,19,19,19,19,19,19,,,,,,,
131997423,Padova (Padua),Santa Sofia,m3,,,parish,,,,,,,,,,,,,,,,,,
131997423,Padova (Padua),Santa Sofia,guestimate,,,parish,,,,1,1,1,1,1,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
131965833,Padova (Padua),Chiesa di San Benedetto Vecchio,1367.361522,it.wikipedia.org/wiki/Chiesa_di_San_Benedetto_Vecchio,http://www.openstreetmap.org/way/131965833,conventual,0,45.40962325,11.86699423,x,x,x,x,x,x,x,x,x,x,x,x,x,,
131965833,Padova (Padua),Chiesa di San Benedetto Vecchio,year,,,conventual,0,,,1195,1222,,,,,,,,,,,,,
131965833,Padova (Padua),Chiesa di San Benedetto Vecchio,surface,,,conventual,0,,,0,1200,,,,,,,,,,,,,
131965833,Padova (Padua),Chiesa di San Benedetto Vecchio,height,,,conventual,0,,,18,18,,,,,,,,,,,,,
131965833,Padova (Padua),Chiesa di San Benedetto Vecchio,m3,,,conventual,0,,,,,,,,,,,,,,,,,
131965833,Padova (Padua),Chiesa di San Benedetto Vecchio,guestimate,,,conventual,0,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
131987906,Padova (Padua),Santuario dell'Arcella,1376.321098,it.wikipedia.org/wiki/Santuario_dell'Arcella,http://www.openstreetmap.org/way/131987906,conventual,1,45.42162014,11.88652226,x,x,x,x,x,x,x,x,x,x,x,x,x,,
131987906,Padova (Padua),Santuario dell'Arcella,year,,,conventual,1,,,1230,1500,,,,,,,,,,,,,
131987906,Padova (Padua),Santuario dell'Arcella,surface,,,conventual,1,,,0,1200,,,,,,,,,,,,,
131987906,Padova (Padua),Santuario dell'Arcella,height,,,conventual,1,,,18,18,,,,,,,,,,,,,
131987906,Padova (Padua),Santuario dell'Arcella,m3,,,conventual,1,,,,,,,,,,,,,,,,,
131987906,Padova (Padua),Santuario dell'Arcella,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
131987808,Padova (Padua),Chiesa di San Francesco,1755.694898,it.wikipedia.org/wiki/Chiesa_di_San_Francesco_Grande_(Padova),http://www.openstreetmap.org/way/131987808,conventual,1,45.40485109,11.88058635,x,x,x,x,x,x,x,x,x,x,x,x,x,,
131987808,Padova (Padua),Chiesa di San Francesco,year,,,conventual,1,,,1414,1430,,,,,,,,,,,,,
131987808,Padova (Padua),Chiesa di San Francesco,surface,,,conventual,1,,,0,1800,,,,,,,,,,,,,
131987808,Padova (Padua),Chiesa di San Francesco,height,,,conventual,1,,,22,22,,,,,,,,,,,,,
131987808,Padova (Padua),Chiesa di San Francesco,m3,,,conventual,1,,,,,,,,,,,,,,,,,
131987808,Padova (Padua),Chiesa di San Francesco,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
131997783,Padova (Padua),Basilica del Carmine,1773.729485,it.wikipedia.org/wiki/Basilica_del_Carmine_(Padova),http://www.openstreetmap.org/way/131997783,parish,,45.41317594,11.87410042,x,x,x,x,x,x,x,x,x,x,x,x,x,,
131997783,Padova (Padua),Basilica del Carmine,year,,,parish,,,,1300,1335,,,,,,,,,,,,,
131997783,Padova (Padua),Basilica del Carmine,surface,,,parish,,,,0,1500,,,,,,,,,,,,,
131997783,Padova (Padua),Basilica del Carmine,height,,,parish,,,,20,20,,,,,,,,,,,,,
131997783,Padova (Padua),Basilica del Carmine,m3,,,parish,,,,,,,,,,,,,,,,,,
131997783,Padova (Padua),Basilica del Carmine,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
131987848,Padova (Padua),Chiesa di Santa Maria dei Servi,1884.638884,it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_dei_Servi_(Padova),http://www.openstreetmap.org/way/131987848,conventual,1,45.40458203,11.87566517,x,x,x,x,x,x,x,x,x,x,x,x,x,,
131987848,Padova (Padua),Chiesa di Santa Maria dei Servi,year,,,conventual,1,,,1372,1390,,,,,,,,,,,,,
131987848,Padova (Padua),Chiesa di Santa Maria dei Servi,surface,,,conventual,1,,,0,1900,,,,,,,,,,,,,
131987848,Padova (Padua),Chiesa di Santa Maria dei Servi,height,,,conventual,1,,,23,23,,,,,,,,,,,,,
131987848,Padova (Padua),Chiesa di Santa Maria dei Servi,m3,,,conventual,1,,,,,,,,,,,,,,,,,
131987848,Padova (Padua),Chiesa di Santa Maria dei Servi,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
75875959,Padova (Padua),Chiesa degli Eremitani,2817.057538,it.wikipedia.org/wiki/Chiesa_degli_Eremitani,http://www.openstreetmap.org/way/75875959,conventual,1,45.41044337,11.87979462,x,x,x,x,x,x,x,x,x,x,x,x,x,,
75875959,Padova (Padua),Chiesa degli Eremitani,year,,,conventual,1,,,1276,1306,,,,,,,,,,,,,
75875959,Padova (Padua),Chiesa degli Eremitani,surface,,,conventual,1,,,0,2800,,,,,,,,,,,,,
75875959,Padova (Padua),Chiesa degli Eremitani,height,,,conventual,1,,,27,27,,,,,,,,,,,,,
75875959,Padova (Padua),Chiesa degli Eremitani,m3,,,conventual,1,,,,,,,,,,,,,,,,,
75875959,Padova (Padua),Chiesa degli Eremitani,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
131977001,Padova (Padua),Duomo di Padova,4364.010712,it.wikipedia.org/wiki/Duomo_di_Padova,http://www.openstreetmap.org/way/131977001,cathedral,,45.40652559,11.87127537,x,x,x,x,x,x,x,x,x,x,x,x,x,,
131977001,Padova (Padua),Duomo di Padova,year,,,cathedral,,,,300,320,900,1075,1118,1180,,,,,,,,,
131977001,Padova (Padua),Duomo di Padova,surface,,,cathedral,,,,0,2200,0,2700,0,3400,,,,,,,,,
131977001,Padova (Padua),Duomo di Padova,height,,,cathedral,,,,24,24,26,26,29,29,,,,,,,,,
131977001,Padova (Padua),Duomo di Padova,m3,,,cathedral,,,,,,,,,,,,,,,,,,
131977001,Padova (Padua),Duomo di Padova,guestimate,,,cathedral,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
27198535,Padova (Padua),Basilica di Sant'Antonio,4927.402794,it.wikipedia.org/wiki/Basilica_di_Sant'Antonio_di_Padova,http://www.openstreetmap.org/way/27198535,conventual,1,45.4014446,11.8808929,x,x,x,x,x,x,x,x,x,x,x,x,x,,
27198535,Padova (Padua),Basilica di Sant'Antonio,year,,,conventual,1,,,1180,1190,1232,1310,,,,,,,,,,,
27198535,Padova (Padua),Basilica di Sant'Antonio,surface,,,conventual,1,,,0,500,0,4500,,,,,,,,,,,
27198535,Padova (Padua),Basilica di Sant'Antonio,height,,,conventual,1,,,13,13,32,32,,,,,,,,,,,
27198535,Padova (Padua),Basilica di Sant'Antonio,m3,,,conventual,1,,,,,,,,,,,,,,,,,
27198535,Padova (Padua),Basilica di Sant'Antonio,guestimate,,,conventual,1,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
131798543,Padova (Padua),Abbazia di Santa Giustina,6300,it.wikipedia.org/wiki/Basilica_di_Santa_Giustina,http://www.openstreetmap.org/way/131798543,conventual,0,45.39627376,11.87962268,x,x,x,x,x,x,x,x,x,x,x,x,x,,
